Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
287,Carnival Games,26,2007,3,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288,Fallout 4,30,2015,7,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,World of Warcraft: The Burning Crusade,13,2007,7,Activision,2.57,1.52,0.0,0.0,4.09
290,Fallout: New Vegas,28,2010,7,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,God of War II,16,2007,0,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,Forza Motorsport 2,28,2007,6,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,World Soccer Winning Eleven 9,16,2005,10,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,Namco Museum Vol.3,15,1996,3,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,Tekken Tag Tournament,16,2000,2,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,Far Cry 4,18,2014,8,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,Star Fox 64,10,1997,8,Nintendo,2.78,0.58,0.64,0.04,4.03
298,Minecraft,18,2014,3,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299,Golf,11,1984,10,Nintendo,1.22,0.28,2.46,0.04,4.01
300,Fallout 3,17,2008,7,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,Professor Layton and the Diabolical Box,4,2007,5,Nintendo,0.92,1.78,0.92,0.37,4.0
302,Left 4 Dead 2,28,2009,8,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303,Namco Museum: 50th Anniversary,16,2005,3,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
304,EA Sports Active,26,2009,10,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,Assassin's Creed: Unity,18,2014,0,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,Donkey Kong Land,5,1994,4,Nintendo,1.97,0.76,1.07,0.11,3.91
307,Tony Hawk's Underground,16,2003,10,Activision,2.29,1.17,0.01,0.42,3.9
308,Assassin's Creed IV: Black Flag,17,2013,0,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter 4 Ultimate,2,2014,7,Nintendo,0.67,0.49,2.62,0.11,3.89
310,MotorStorm,17,2006,6,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311,The Elder Scrolls V: Skyrim,13,2011,7,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88
312,Tekken 5,16,2005,2,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,Dragon Warrior III,11,1988,7,Enix Corporation,0.1,0.0,3.77,0.0,3.87
314,Sports Champions,17,2010,10,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA 2K16,18,2015,10,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316,World Soccer Winning Eleven 8 International,16,2004,10,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,Flash Focus: Vision Training in Minutes a Day,4,2007,3,Nintendo,0.87,1.57,1.05,0.35,3.84
318,Namco Museum Vol.1,15,1995,3,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,The Legend of Zelda: Link's Awakening,5,1992,0,Nintendo,2.21,0.96,0.54,0.13,3.83
320,Mario & Luigi: Bowser's Inside Story,4,2009,7,Nintendo,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy: Wii Degree,26,2007,3,Nintendo,1.06,1.93,0.41,0.43,3.82
322,Nintendogs + cats,2,2011,9,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,18,2015,0,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic at the London 2012 Olympic Games,26,2011,10,Sega,1.14,1.91,0.27,0.46,3.78
325,LEGO Indiana Jones: The Original Adventures,28,2008,0,Activision,2.4,1.03,0.0,0.36,3.78
326,Resident Evil Director's Cut,15,1996,0,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet & Clank: Size Matters,19,2007,4,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,Just Dance 2014,26,2013,3,Ubisoft,1.98,1.47,0.0,0.32,3.76
329,The Sims: Unleashed,13,2002,9,Electronic Arts,2.03,1.56,0.0,0.17,3.76
330,Super Paper Mario,26,2007,4,Nintendo,1.98,0.88,0.59,0.32,3.76
331,Harry Potter and the Sorcerer's Stone,15,2001,0,Electronic Arts,1.37,2.0,0.14,0.22,3.73
332,The Witcher 3: Wild Hunt,18,2015,7,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
333,Resident Evil 3: Nemesis,15,1999,0,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro: Year of the Dragon,15,2000,4,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
335,FIFA Soccer 2005,16,2004,10,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,Pokémon Trading Card Game,5,1998,11,Nintendo,1.49,0.73,1.38,0.1,3.7
337,Battlefield 4,17,2013,8,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,MySims,4,2007,9,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,4,2009,3,Nintendo,0.0,0.0,3.67,0.0,3.67
340,Tony Hawk's Pro Skater 4,16,2002,10,Activision,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: DUB Edition,19,2005,6,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66
342,Banjo-Kazooie,10,1998,4,Nintendo,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. Navy SEALs,16,2002,8,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,26,2008,3,Activision,2.33,0.97,0.0,0.35,3.65
345,Gran Turismo 6,17,2013,6,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter: The Precursor Legacy,16,2001,4,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,10,1999,9,Nintendo,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer 10,17,2009,10,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,16,2007,10,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63
350,Call of Duty: Ghosts,18,2013,8,Activision,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,16,2005,0,Capcom,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy's The Division,18,2016,8,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,16,2004,8,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,13,1994,8,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,The Simpsons: Road Rage,16,2001,6,Electronic Arts,2.02,1.17,0.0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,4,2007,9,505 Games,1.61,1.5,0.1,0.39,3.61
357,Luigi's Mansion,7,2001,0,Nintendo,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,16,2005,8,LucasArts,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,15,2000,2,THQ,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,15,1997,4,Fox Interactive,1.57,1.79,0.0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,16,2006,0,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,The Getaway,16,2002,0,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,15,1997,0,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,16,2001,8,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,16,2005,0,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,28,2013,8,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,28,2010,10,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,15,2000,0,THQ,1.96,1.33,0.0,0.23,3.52
369,Spyro 2: Ripto's Rage!,15,1999,4,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,28,2008,8,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,4,2009,10,Sega,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,28,2009,0,Capcom,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,23,1996,4,Nintendo,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,28,2010,0,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,11,1985,0,Nintendo,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,28,2009,0,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,4,2006,3,Nintendo,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,16,2006,10,Electronic Arts,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),30,2015,8,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,28,2010,8,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,4,2008,3,Activision,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,30,2014,0,Ubisoft,2.26,0.89,0.0,0.3,3.46
383,Far Cry 3,17,2012,8,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,2,2013,7,Capcom,0.0,0.0,3.44,0.0,3.44
385,Borderlands,28,2009,8,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,16,2002,2,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,18,2013,8,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,17,2011,4,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,15,1998,0,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
390,Final Fantasy III,23,1994,7,SquareSoft,0.86,0.0,2.55,0.02,3.42
391,Spider-Man 2,16,2004,0,Activision,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,5,1990,6,Nintendo,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,16,2002,10,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,15,2000,3,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,28,2008,0,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,18,2015,0,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,4,2009,0,Nintendo,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,15,1998,2,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,10,2000,0,Nintendo,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,4,2008,5,Nintendo,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,15,1998,1,THQ,1.63,1.53,0.0,0.18,3.34
402,Assassin's Creed IV: Black Flag,28,2013,0,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,4,2006,3,Nintendo,0.0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,16,2002,8,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,16,2002,4,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,26,2012,3,Nintendo,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,16,2005,0,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,16,2001,8,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,16,2003,0,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,18,2015,0,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,Destiny,30,2014,8,Activision,2.13,0.92,0.0,0.23,3.28
412,True Crime: Streets of LA,16,2003,0,Activision,1.89,1.05,0.02,0.31,3.27
413,Wii Music,26,2008,3,Nintendo,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (PSP),19,2009,6,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,2,2015,0,Capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,15,1995,2,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,30,2015,10,Electronic Arts,0.88,2.11,0.0,0.23,3.23
418,L.A. Noire,17,2011,1,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,18,2015,10,Electronic Arts,2.33,0.3,0.0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,2,2014,7,Nintendo,0.03,0.0,3.18,0.0,3.22
421,007: Tomorrow Never Dies,15,1999,8,Electronic Arts,1.72,1.33,0.0,0.16,3.21
422,Baseball,11,1983,10,Nintendo,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,23,1995,2,Nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,15,2000,2,THQ,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,19,2007,7,Square Enix,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,19,2008,0,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,23,1995,7,Enix Corporation,0.0,0.0,3.19,0.0,3.19
428,Dance Central,28,2010,3,MTV Games,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,16,2003,0,Atari,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,27,2015,4,Nintendo,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,17,2010,7,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,26,2006,0,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17
433,Rhythm Heaven,4,2008,3,Nintendo,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,16,2001,9,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,4,2008,1,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
436,Animal Crossing,7,2001,9,Nintendo,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,4,2008,0,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15
438,Sonic Rush,4,2005,4,Sega,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,17,2012,8,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,30,2014,8,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,16,2007,10,Electronic Arts,0.68,0.0,0.0,2.46,3.14
442,Spider-Man,15,2000,0,Activision,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,15,1998,6,Electronic Arts,2.14,0.86,0.0,0.13,3.12
444,Star Wars Episode I Racer,10,1999,6,Nintendo,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,4,2006,3,Nintendo,0.91,1.0,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,17,2007,7,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,11,1990,7,Enix Corporation,0.08,0.0,3.03,0.01,3.12
448,Heavy Rain,17,2010,1,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,28,2010,7,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,28,2014,10,Electronic Arts,0.78,2.02,0.0,0.3,3.11
451,Dragon Ball Z: Budokai,16,2002,2,Atari,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,16,2001,10,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,11,1986,10,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,28,2012,8,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,2,2013,0,Nintendo,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,5,1994,4,Nintendo,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,13,2002,9,Electronic Arts,1.72,1.21,0.0,0.14,3.07
458,Mass Effect 3,28,2012,7,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,28,2008,0,Activision,1.91,0.84,0.0,0.29,3.05
460,Far Cry 3,28,2012,8,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,26,2010,4,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,28,2008,0,THQ,1.94,0.8,0.02,0.27,3.03
463,Rayman,15,1995,4,Ubisoft,1.54,1.33,0.0,0.16,3.03
464,Killzone 2,17,2009,8,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,29,2002,0,Ubisoft,1.85,1.04,0.0,0.13,3.02
466,Mike Tyson's Punch-Out!!,11,1987,2,Nintendo,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,16,2002,10,THQ,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,30,2015,8,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0
469,NBA 2K13,28,2012,10,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
470,Dragon Ball Z: Budokai Tenkaichi 3,16,2007,2,Atari,1.15,0.0,0.76,1.09,3.0
471,wwe Smackdown vs. Raw 2006,16,2006,2,Electronic Arts,1.57,1.02,0.0,0.41,3.0
472,Middle-Earth: Shadow of Mordor,18,2014,0,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,Star Fox,23,1993,8,Nintendo,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,13,2000,3,Electronic Arts,1.67,1.18,0.0,0.13,2.99
475,World Soccer Winning Eleven 6 International,16,2002,10,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,16,2001,0,Capcom,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,2,2015,9,Nintendo,0.47,1.0,1.39,0.12,2.98
478,Battlefield: Bad Company 2,17,2010,8,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,13,2014,9,Electronic Arts,0.96,1.72,0.0,0.29,2.97
480,Star Wars: The Old Republic,13,2011,7,Electronic Arts,1.58,1.01,0.0,0.38,2.97
481,Sonic Heroes,16,2003,4,Sega,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,4,2008,4,Nintendo,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,16,2002,0,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,Street Fighter IV,28,2009,2,Capcom,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,10,1996,6,Nintendo,1.98,0.58,0.34,0.04,2.94
486,SOCOM II: U.S. Navy SEALs,16,2003,8,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,16,2005,2,THQ,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,17,2009,0,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,6,2001,5,Atari,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,28,2007,7,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,WarioWare: Smooth Moves,26,2006,5,Nintendo,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,26,2007,9,505 Games,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi's Island,6,2002,4,Nintendo,1.75,0.45,0.62,0.09,2.91
494,FIFA 14,18,2013,10,Electronic Arts,0.61,1.85,0.11,0.33,2.9
495,Titanfall,30,2014,8,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,16,2004,3,Sega,1.54,1.14,0.0,0.22,2.9
497,Sega Superstars Tennis,28,2008,10,Sega,1.75,0.86,0.0,0.28,2.9
498,World Soccer Winning Eleven 7 International,16,2003,10,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
499,Need for Speed: Most Wanted,17,2012,6,Electronic Arts,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,16,2001,10,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Finest Hour,16,2004,8,Activision,1.51,1.12,0.01,0.24,2.89
502,Zumba Fitness 2,26,2011,10,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88
503,Syphon Filter,15,1999,8,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
504,Imagine: Babyz,4,2007,9,Ubisoft,1.3,1.27,0.0,0.31,2.88
505,Colin McRae Rally,15,1998,6,Codemasters,0.09,2.43,0.12,0.22,2.87
506,Call of Duty: Ghosts,30,2013,8,Activision,1.87,0.77,0.0,0.22,2.86
507,Madden NFL 13,28,2012,10,Electronic Arts,2.53,0.16,0.0,0.17,2.86
508,The Elder Scrolls III: Morrowind,29,2002,7,Ubisoft,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,17,2011,2,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85
510,F-Zero,23,1990,6,Nintendo,1.37,0.51,0.89,0.07,2.85
511,Yoshi's Story,10,1997,4,Nintendo,1.29,0.53,0.98,0.05,2.85
512,Command & Conquer: Red Alert,13,1996,11,Virgin Interactive,1.37,1.34,0.0,0.14,2.85
513,Skylanders: Spyro's Adventure,26,2011,0,Activision,1.4,1.14,0.0,0.31,2.85
514,FIFA 16,17,2015,10,Electronic Arts,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,17,2010,0,Ubisoft,1.87,0.57,0.11,0.3,2.84
516,BioShock,28,2007,8,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 10,28,2009,10,Electronic Arts,2.52,0.09,0.0,0.22,2.83
518,Medal of Honor,17,2010,8,Electronic Arts,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown! vs. Raw,16,2002,2,THQ,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,7,2002,8,Nintendo,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,6,2003,0,THQ,1.59,1.05,0.04,0.14,2.82
522,Myst,13,1994,1,Red Orb,0.02,2.79,0.0,0.0,2.81
523,Need for Speed: Hot Pursuit,17,2010,6,Electronic Arts,1.05,1.25,0.03,0.48,2.81
524,Imagine: Fashion Designer,4,2007,9,Ubisoft,1.32,1.19,0.0,0.3,2.81
525,WWE SmackDown! Here Comes the Pain,16,2003,2,THQ,1.32,1.06,0.04,0.38,2.8
526,Star Wars: The Force Unleashed,28,2008,0,LucasArts,1.74,0.8,0.0,0.26,2.8
527,Yoshi's Island DS,4,2006,4,Nintendo,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,15,1997,10,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
529,Killzone 3,17,2011,8,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
530,A Bug's Life,15,1998,4,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
531,WWF SmackDown! Just Bring It,16,2001,2,THQ,1.19,1.15,0.04,0.41,2.79
532,Dragon Quest V: Tenkuu no Hanayome,23,1992,7,Enix Corporation,0.0,0.0,2.78,0.01,2.79
533,Mortal Kombat Trilogy,15,1996,2,GT Interactive,1.98,0.7,0.0,0.11,2.79
534,Battlefield 3,13,2011,8,Electronic Arts,0.89,1.43,0.0,0.48,2.79
535,NBA Street,16,2001,10,Electronic Arts,2.19,0.22,0.0,0.38,2.79
536,Professor Layton and the Last Specter,4,2009,5,Nintendo,0.3,1.47,0.68,0.34,2.79
537,Monster Hunter Tri,2,2011,7,Nintendo,0.46,0.29,1.96,0.07,2.79
538,Jak II,16,2003,4,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78
539,inFAMOUS: Second Son,18,2014,0,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
540,Ratchet & Clank: Going Commando,16,2003,4,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
541,Tekken 6,17,2009,2,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
542,The Sims,16,2003,9,Electronic Arts,1.41,1.12,0.0,0.24,2.77
543,Sonic and the Secret Rings,26,2007,4,Sega,1.24,1.2,0.04,0.3,2.77
544,Saints Row: The Third,28,2011,0,THQ,1.25,1.15,0.07,0.3,2.77
545,Missile Command,0,1980,8,Atari,2.56,0.17,0.0,0.03,2.76
546,Mario Paint,23,1992,3,Nintendo,1.43,0.54,0.71,0.07,2.75
547,Assassin's Creed IV: Black Flag,18,2013,0,Ubisoft,1.07,1.31,0.06,0.31,2.74
548,Pokémon Stadium 2,10,2000,11,Nintendo,1.02,0.36,1.13,0.23,2.73
549,Metroid,11,1986,0,Nintendo,1.33,0.31,1.04,0.05,2.73
550,L.A. Noire,28,2011,1,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
551,Call of Duty 3,28,2006,8,Activision,1.49,0.93,0.02,0.27,2.71
552,The Legend of Zelda: A Link to the Past,6,2002,0,Nintendo,1.75,0.52,0.33,0.1,2.7
553,Onimusha: Warlords,16,2001,0,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
554,Mortal Kombat X,18,2015,2,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
555,Mario Party,10,1998,3,Nintendo,1.25,0.53,0.87,0.05,2.7
556,Madden NFL 12,28,2011,10,Electronic Arts,2.42,0.11,0.0,0.16,2.69
557,LEGO Star Wars II: The Original Trilogy,16,2006,0,LucasArts,1.85,0.64,0.01,0.19,2.69
558,Madden NFL 11,28,2010,10,Electronic Arts,2.38,0.12,0.0,0.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,4,2010,5,Nintendo,1.63,0.52,0.35,0.18,2.69
560,Skate 3,28,2010,10,Electronic Arts,1.46,0.98,0.0,0.24,2.68
561,Burnout 3: Takedown,16,2004,6,Electronic Arts,1.23,1.11,0.0,0.34,2.68
562,Yokai Watch 2 Shinuchi,2,2014,7,Level 5,0.0,0.0,2.68,0.0,2.68
563,Need for Speed: Shift,17,2009,6,Electronic Arts,0.69,1.41,0.04,0.53,2.68
564,Final Fantasy XIII-2,17,2011,7,Square Enix,0.78,0.75,0.89,0.26,2.68
565,Mortal Kombat,8,1992,2,Arena Entertainment,1.95,0.63,0.0,0.09,2.67
566,Call Of Duty 2: Big Red One,16,2005,8,Activision,1.48,0.92,0.01,0.26,2.67
567,Guitar Hero: World Tour,28,2008,3,Activision,1.78,0.64,0.0,0.25,2.67
568,Medal of Honor,15,1998,8,Electronic Arts,1.44,1.09,0.0,0.14,2.67
569,Fable,29,2004,7,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66
570,Hannah Montana,4,2006,0,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65
571,Tom Clancy's Splinter Cell,16,2003,0,Ubisoft,1.15,1.11,0.0,0.4,2.65
